Id,Make,Model,Year,CarType,AirConditioner,DateModified
472,Honda,Civic 1300 S Kombi (45PS),1979,4,0,2019-07-04 11:16:16.4629381
473,Honda,Civic 1300 SLW (60PS),1980,4,1,2019-07-04 11:16:16.5119381
474,Honda,Civic 1.2 (55PS),1984,2,1,2019-07-04 11:16:16.5639381
475,Honda,Civic 1.3 (71PS),1984,2,1,2019-07-04 11:16:16.6189381
476,Honda,Civic S 1.5 (85PS),1984,2,1,2019-07-04 11:16:16.6699381
477,Honda,Civic 1.5i GT (101PS),1984,2,1,2019-07-04 11:16:16.7219381
478,Honda,Civic Shuttle (85PS),1984,4,1,2019-07-04 11:16:16.7699381
479,Honda,Civic 1.3 (75PS),1987,2,1,2019-07-04 11:16:16.8239381
480,Honda,Civic 1.4i (90PS),1987,2,1,2019-07-04 11:16:16.8769381
481,Honda,Civic 1.5i (90PS),1988,2,1,2019-07-04 11:16:16.9339381
482,Honda,Civic 1.6i (110PS),1987,2,1,2019-07-04 11:16:16.9859381
483,Honda,Civic 1.6i-VT (150PS),1990,2,1,2019-07-04 11:16:17.0389381
484,Honda,Civic 1.4i (90PS),1987,1,1,2019-07-04 11:16:17.0929381
485,Honda,Civic 1.5i (90PS),1988,1,1,2019-07-04 11:16:17.1389381
486,Honda,Civic 1.6i (110PS),1987,1,1,2019-07-04 11:16:17.1949381
487,Honda,Civic Shuttle 1.6i 4WD (109PS),1988,4,1,2019-07-04 11:16:17.2419381
488,Honda,Civic 1.3 DX (75PS),1992,2,1,2019-07-04 11:16:17.2969381
489,Honda,Civic 1.5 LSi (90PS),1992,2,1,2019-07-04 11:16:17.3449381
490,Honda,Civic 1.5 VEi (90PS),1992,2,1,2019-07-04 11:16:17.3929381
491,Honda,Civic 1.6 ESi (125PS),1992,2,1,2019-07-04 11:16:17.4429381
492,Honda,Civic 1.6 VTi (160PS),1992,2,1,2019-07-04 11:16:17.4969381
493,Honda,Civic 1.4i (90PS),1994,7,1,2019-07-04 11:16:17.5489381
494,Honda,Civic 1.5 VEi (90PS),1994,7,1,2019-07-04 11:16:17.6039381
495,Honda,Civic 1.6i LS (113PS),1994,7,1,2019-07-04 11:16:17.6579381
496,Honda,Civic 1.6i SR (125PS),1994,7,1,2019-07-04 11:16:17.7059381
497,Honda,Civic 1.5 LSi (90PS),1992,1,1,2019-07-04 11:16:17.7529381
498,Honda,Civic 1.5 VEi (90PS),1994,1,1,2019-07-04 11:16:17.8009381
499,Honda,Civic 1.6 ESi (125PS),1992,1,1,2019-07-04 11:16:17.8539381
500,Honda,Civic 1.6 VTi (160PS),1992,1,1,2019-07-04 11:16:17.9019381
501,Honda,Civic Coupé 1.5i (101PS),1994,5,1,2019-07-04 11:16:17.9519381
502,Honda,Civic Coupé 1.6 ESi (125PS),1993,5,1,2019-07-04 11:16:18.0269381
503,Honda,Civic 1.4i (75PS),1996,2,1,2019-07-04 11:16:18.0739381
504,Honda,Civic 1.4i (75PS),2000,2,1,2019-07-04 11:16:18.1239381
505,Honda,Civic 1.4i S (90PS),1996,2,1,2019-07-04 11:16:18.1749381
506,Honda,Civic 1.4i S (90PS),2000,2,1,2019-07-04 11:16:18.2219381
507,Honda,Civic 1.5i LS (114PS),1996,2,1,2019-07-04 11:16:18.2689381
508,Honda,Civic 1.6i ES (114PS),1996,2,1,2019-07-04 11:16:18.3199381
509,Honda,Civic 1.6i VTi (160PS),1996,2,1,2019-07-04 11:16:18.3689381
510,Honda,Civic 1.4i (90PS),1996,7,1,2019-07-04 11:16:18.4169381
511,Honda,Civic 1.4i (75PS),2000,7,1,2019-07-04 11:16:18.4959381
512,Honda,Civic 1.4i S (90PS),2000,7,1,2019-07-04 11:16:18.5439381
513,Honda,Civic 1.5 VTEC-E (90PS),1996,7,1,2019-07-04 11:16:18.5939381
514,Honda,Civic 1.5i VTEC (114PS),1998,7,1,2019-07-04 11:16:18.6449381
515,Honda,Civic 1.6i LS (113PS),1996,7,1,2019-07-04 11:16:18.6929381
516,Honda,Civic 1.6i SR VTEC (126PS),1996,7,1,2019-07-04 11:16:18.7399381
517,Honda,Civic 1.6i ES (116PS),1998,7,1,2019-07-04 11:16:18.7909381
518,Honda,Civic 1.8 VTi (169PS),1998,7,1,2019-07-04 11:16:18.8389381
519,Honda,Civic 1.4i S (90PS),1996,1,1,2019-07-04 11:16:18.8889381
520,Honda,Civic 1.5i LS (114PS),1996,1,1,2019-07-04 11:16:18.9349381
521,Honda,Civic Coupé 1.6i LS (105PS),1996,5,1,2019-07-04 11:16:18.9819381
522,Honda,Civic Coupé 1.6i SR (125PS),1996,5,1,2019-07-04 11:16:19.0289381
523,Honda,Civic Aero Deck 1.4i (75PS),1999,4,1,2019-07-04 11:16:19.0779381
524,Honda,Civic Aero Deck 1.4i S (90PS),1999,4,1,2019-07-04 11:16:19.1269381
525,Honda,Civic Aero Deck 1.5i S (114PS),1999,4,1,2019-07-04 11:16:19.1749381
526,Honda,Civic Aero Deck 1.6i SR (116PS),1999,4,1,2019-07-04 11:16:19.2239381
527,Honda,Civic Aero Deck 1.8 VTi (169PS),1999,4,1,2019-07-04 11:16:19.2729381
528,Honda,Civic 1.4i (90PS),2001,2,1,2019-07-04 11:16:19.3179381
529,Honda,Civic 1.6i (110PS),2001,2,1,2019-07-04 11:16:19.3649381
530,Honda,Civic 2.0i Type-R (200PS),2001,2,1,2019-07-04 11:16:19.4139381
531,Honda,Civic 1.7 CDTi (100PS),2002,2,1,2019-07-04 11:16:19.4619381
532,Honda,Civic 1.4i (90PS),2001,7,1,2019-07-04 11:16:19.5099381
533,Honda,Civic 1.6i (110PS),2001,7,1,2019-07-04 11:16:19.5559381
534,Honda,Civic 2.0i (160PS),2004,7,1,2019-07-04 11:16:19.6039381
535,Honda,Civic 1.7 CDTi (100PS),2002,7,1,2019-07-04 11:16:19.6499381
536,Honda,Civic Coupé 1.7 (120PS),2001,5,1,2019-07-04 11:16:19.6939381
537,Honda,Civic Coupé 1.7 (125PS),2001,5,1,2019-07-04 11:16:19.7409381
538,Honda,Civic 1.4 Type S (100PS),2009,2,1,2019-07-04 11:16:19.7859381
539,Honda,Civic 1.8i-VTEC Type S (140PS),2007,2,1,2019-07-04 11:16:19.8309381
540,Honda,Civic Type R (201PS),2007,2,1,2019-07-04 11:16:19.8769381
541,Honda,Civic 2.2i-CDTi Type S (140PS),2007,2,1,2019-07-04 11:16:19.9219381
542,Honda,Civic 1.4i-DSi (83PS),2005,2,1,2019-07-04 11:16:19.9669381
543,Honda,Civic 1.4 (100PS),2009,2,1,2019-07-04 11:16:20.0109381
544,Honda,Civic 1.8i-VTEC (140PS),2005,2,1,2019-07-04 11:16:20.0569381
545,Honda,Civic 2.2i-CDTi (140PS),2005,2,1,2019-07-04 11:16:20.1029381
546,Honda,Civic 1.3i-DSi VTEC Hybrid (95PS),2006,1,1,2019-07-04 11:16:20.1479381
547,Honda,Civic 1.3i-DSi VTEC IMA (110PS),2009,1,1,2019-07-04 11:16:20.1939381
548,Honda,Civic 1.4 (100PS),2012,2,0,2019-07-04 11:16:20.2379381
549,Honda,Civic 1.4 (100PS),2015,2,0,2019-07-04 11:16:20.2839381
550,Honda,Civic 1.8 (140PS),2012,2,0,2019-07-04 11:16:20.3289381
551,Honda,Civic 1.8 (142PS),2015,2,0,2019-07-04 11:16:20.3729381
552,Honda,Civic 1.6 i-DTEC (120PS),2013,2,0,2019-07-04 11:16:20.4169381
553,Honda,Civic 1.6 i-DTEC (120PS),2015,2,0,2019-07-04 11:16:20.4619381
554,Honda,Civic 2.2 i-DTEC (150PS),2012,2,0,2019-07-04 11:16:20.5079381
555,Honda,Civic Type R (310PS),2015,2,1,2019-07-04 11:16:20.5529381
556,Honda,Civic Limousine 1.8 (140PS),2014,1,0,2019-07-04 11:16:20.5959381
557,Honda,Civic Tourer 1.8 (140PS),2014,4,0,2019-07-04 11:16:20.6409381
558,Honda,Civic Tourer 1.8 (142PS),2015,4,0,2019-07-04 11:16:20.6849381
559,Honda,Civic Tourer 1.6 i-DTEC (120PS),2014,4,0,2019-07-04 11:16:20.7279381
560,Honda,Civic Tourer 1.6 i-DTEC (120PS),2015,4,0,2019-07-04 11:16:20.7719381
561,Volkswagen,Golf 1.2 TSI BMT (85PS),2012,2,0,2019-07-04 11:16:20.8149381
562,Volkswagen,Golf 1.2 TSI BMT (105PS),2012,2,0,2019-07-04 11:16:20.8609381
563,Volkswagen,Golf 1.2 TSI BMT (110PS),2014,2,0,2019-07-04 11:16:20.9069381
564,Volkswagen,Golf 1.0 TSI BlueMotion (115PS),2015,2,0,2019-07-04 11:16:20.9509381
565,Volkswagen,Golf 1.0 TSI BMT (85PS),2017,2,0,2019-07-04 11:16:20.9949381
566,Volkswagen,Golf 1.0 TSI BMT (110PS),2017,2,0,2019-07-04 11:16:21.0379381
567,Volkswagen,Golf 1.4 TSI BMT (122PS),2012,2,0,2019-07-04 11:16:21.0809381
568,Volkswagen,Golf 1.4 TSI BMT (125PS),2014,2,0,2019-07-04 11:16:21.1239381
569,Volkswagen,Golf 1.4 TSI BMT (125PS),2017,2,0,2019-07-04 11:16:21.1689381
570,Volkswagen,Golf 1.4 TSI BMT (140PS),2012,2,0,2019-07-04 11:16:21.2139381
571,Volkswagen,Golf 1.4 TSI BMT (150PS),2014,2,0,2019-07-04 11:16:21.2559381
572,Volkswagen,Golf 1.4 TSI BMT (150PS),2017,2,0,2019-07-04 11:16:21.2989381
573,Volkswagen,Golf 1.6 TDI BMT (105PS),2012,2,0,2019-07-04 11:16:21.3409381
574,Volkswagen,Golf 1.6 TDI BMT (110PS),2014,2,0,2019-07-04 11:16:21.3869381
575,Volkswagen,Golf 1.6 BlueTDI (110PS),2013,2,0,2019-07-04 11:16:21.4319381
576,Volkswagen,Golf 1.6 TDI BlueMotion (110PS),2013,2,0,2019-07-04 11:16:21.4759381
577,Volkswagen,Golf 1.6 TDI BMT (115PS),2017,2,0,2019-07-04 11:16:21.5219381
578,Volkswagen,Golf 2.0 TDI BMT (150PS),2012,2,0,2019-07-04 11:16:21.5649381
579,Volkswagen,Golf 2.0 BlueTDI (150PS),2013,2,0,2019-07-04 11:16:21.6089381
580,Volkswagen,Golf 2.0 TDI BMT (150PS),2017,2,0,2019-07-04 11:16:21.6769381
581,Volkswagen,Golf GTI (220PS),2013,2,0,2019-07-04 11:16:21.7219381
582,Volkswagen,Golf GTI (230PS),2017,2,0,2019-07-04 11:16:21.7669381
583,Volkswagen,Golf GTI Performance (230PS),2013,2,1,2019-07-04 11:16:21.8099381
584,Volkswagen,Golf GTI Clubsport (265PS),2016,2,1,2019-07-04 11:16:21.8569381
585,Volkswagen,Golf R (300PS),2013,2,1,2019-07-04 11:16:21.9059381
586,Volkswagen,Golf R (310PS),2017,2,1,2019-07-04 11:16:21.9529381
587,Volkswagen,Golf GTD (184PS),2013,2,1,2019-07-04 11:16:21.9969381
588,Volkswagen,Golf 1.2 TSI BMT (85PS),2012,2,0,2019-07-04 11:16:22.0429381
589,Volkswagen,Golf 1.2 TSI BMT (105PS),2012,2,0,2019-07-04 11:16:22.0909381
590,Volkswagen,Golf 1.2 TSI BMT (110PS),2014,2,0,2019-07-04 11:16:22.1379381
591,Volkswagen,Golf 1.0 TSI BlueMotion (115PS),2015,2,0,2019-07-04 11:16:22.1809381
592,Volkswagen,Golf 1.0 TSI BMT (85PS),2017,2,0,2019-07-04 11:16:22.2249381
593,Volkswagen,Golf 1.0 TSI BMT (110PS),2017,2,0,2019-07-04 11:16:22.2689381
594,Volkswagen,Golf 1.4 TSI BMT (122PS),2012,2,0,2019-07-04 11:16:22.3139381
595,Volkswagen,Golf 1.4 TSI BMT (125PS),2014,2,0,2019-07-04 11:16:22.3599381
596,Volkswagen,Golf 1.4 TSI BMT (125PS),2017,2,0,2019-07-04 11:16:22.4039381
597,Volkswagen,Golf 1.4 TSI BMT (140PS),2012,2,0,2019-07-04 11:16:22.4489381
598,Volkswagen,Golf 1.4 TSI BMT (150PS),2014,2,0,2019-07-04 11:16:22.4919381
599,Volkswagen,Golf 1.4 TSI BMT (150PS),2017,2,0,2019-07-04 11:16:22.5369381
600,Volkswagen,Golf 1.6 TDI BMT (105PS),2012,2,0,2019-07-04 11:16:22.5829381
601,Volkswagen,Golf 1.6 TDI BMT 4MOTION (105PS),2012,2,0,2019-07-04 11:16:22.6279381
602,Volkswagen,Golf 1.6 TDI BMT (110PS),2014,2,0,2019-07-04 11:16:22.6739381
603,Volkswagen,Golf 1.6 TDI BMT 4MOTION (110PS),2014,2,0,2019-07-04 11:16:22.7179381
604,Volkswagen,Golf 1.6 BlueTDI (110PS),2013,2,0,2019-07-04 11:16:22.7619381
605,Volkswagen,Golf 1.6 TDI BlueMotion (110PS),2013,2,0,2019-07-04 11:16:22.8059381
606,Volkswagen,Golf 1.6 TDI BMT (115PS),2017,2,0,2019-07-04 11:16:22.8479381
607,Volkswagen,Golf 2.0 TDI BMT (150PS),2012,2,0,2019-07-04 11:16:22.8919381
608,Volkswagen,Golf 2.0 TDI BMT 4MOTION (150PS),2012,2,0,2019-07-04 11:16:22.9349381
609,Volkswagen,Golf 2.0 TDI BMT (150PS),2017,2,0,2019-07-04 11:16:22.9769381
610,Volkswagen,Golf 2.0 TDI BMT 4MOTION (150PS),2017,2,0,2019-07-04 11:16:23.0219381
611,Volkswagen,Golf 2.0 BlueTDI (150PS),2013,2,0,2019-07-04 11:16:23.0649381
612,Volkswagen,Golf 2.0 BlueTDI 4MOTION (150PS),2013,2,0,2019-07-04 11:16:23.1079381
613,Volkswagen,Golf 1.4 TGI BlueMotion (Erdgasbetrieb) (110PS),2014,2,0,2019-07-04 11:16:23.1519381
614,Volkswagen,Golf 1.4 TGI BlueMotion (Benzinbetrieb) (110PS),2014,2,0,2019-07-04 11:16:23.1979381
615,Volkswagen,Golf 1.4 TGI BlueMotion (Erdgasbetrieb) (110PS),2017,2,0,2019-07-04 11:16:23.2439381
616,Volkswagen,Golf 1.4 TGI BlueMotion (Benzinbetrieb) (110PS),2017,2,0,2019-07-04 11:16:23.2879381
617,Volkswagen,Golf GTI (220PS),2013,2,1,2019-07-04 11:16:23.3339381
618,Volkswagen,Golf GTI (230PS),2017,2,1,2019-07-04 11:16:23.3789381
619,Volkswagen,Golf GTI Performance (230PS),2013,2,1,2019-07-04 11:16:23.4259381
620,Volkswagen,Golf GTI Clubsport (265PS),2016,2,1,2019-07-04 11:16:23.4719381
621,Volkswagen,Golf R (300PS),2013,2,1,2019-07-04 11:16:23.5169381
622,Volkswagen,Golf R (310PS),2017,2,1,2019-07-04 11:16:23.5739381
623,Volkswagen,Golf GTD (184PS),2013,2,1,2019-07-04 11:16:23.6169381
624,Volkswagen,Golf GTE (204PS),2014,2,1,2019-07-04 11:16:23.6629381
625,Volkswagen,e-Golf (115PS),2014,2,1,2019-07-04 11:16:23.7079381
626,Volkswagen,e-Golf (136PS),2017,2,1,2019-07-04 11:16:23.7529381
627,Volkswagen,Golf Sportsvan 1.2 TSI BMT (85PS),2014,6,0,2019-07-04 11:16:23.7979381
628,Volkswagen,Golf Sportsvan 1.2 TSI BMT (110PS),2014,6,0,2019-07-04 11:16:23.8449381
629,Volkswagen,Golf Sportsvan 1.0 TSI BlueMotion (115PS),2015,6,0,2019-07-04 11:16:23.8919381
630,Volkswagen,Golf Sportsvan 1.4 TSI BMT (125PS),2014,6,0,2019-07-04 11:16:23.9379381
631,Volkswagen,Golf Sportsvan 1.4 TSI BMT (150PS),2014,6,0,2019-07-04 11:16:23.9809381
632,Volkswagen,Golf Sportsvan 1.6 TDI BMT (110PS),2014,6,0,2019-07-04 11:16:24.0249381
633,Volkswagen,Golf Sportsvan 1.6 TDI BlueMotion (110PS),2014,6,0,2019-07-04 11:16:24.0679381
634,Volkswagen,Golf Sportsvan 1.6 TDI BMT (115PS),2016,6,0,2019-07-04 11:16:24.1119381
635,Volkswagen,Golf Sportsvan 2.0 TDI BMT (150PS),2014,6,0,2019-07-04 11:16:24.1569381
636,Volkswagen,Golf Variant 1.2 TSI BMT (85PS),2013,4,0,2019-07-04 11:16:24.2009381
637,Volkswagen,Golf Variant 1.2 TSI BMT (105PS),2013,4,0,2019-07-04 11:16:24.2439381
638,Volkswagen,Golf Variant 1.2 TSI BMT (110PS),2014,4,0,2019-07-04 11:16:24.2869381
639,Volkswagen,Golf Variant 1.0 TSI BlueMotion (115PS),2015,4,0,2019-07-04 11:16:24.3319381
640,Volkswagen,Golf Variant 1.0 TSI BMT (110PS),2017,4,0,2019-07-04 11:16:24.3789381
641,Volkswagen,Golf Variant 1.4 TSI BMT (122PS),2013,4,0,2019-07-04 11:16:24.4219381
642,Volkswagen,Golf Variant 1.4 TSI BMT (125PS),2014,4,0,2019-07-04 11:16:24.4679381
643,Volkswagen,Golf Variant 1.4 TSI BMT (125PS),2017,4,0,2019-07-04 11:16:24.5109381
644,Volkswagen,Golf Variant 1.4 TSI BMT (140PS),2013,4,0,2019-07-04 11:16:24.5719381
645,Volkswagen,Golf Variant 1.4 TSI BMT (150PS),2014,4,0,2019-07-04 11:16:24.6169381
646,Volkswagen,Golf Variant 1.4 TSI BMT (150PS),2017,4,0,2019-07-04 11:16:24.6619381
647,Volkswagen,Golf Variant 1.6 TDI BMT (105PS),2013,4,0,2019-07-04 11:16:24.7079381
648,Volkswagen,Golf Variant 1.6 TDI BMT 4MOTION (105PS),2013,4,0,2019-07-04 11:16:24.7529381
649,Volkswagen,Golf Variant 1.6 TDI BMT (110PS),2014,4,0,2019-07-04 11:16:24.7999381
650,Volkswagen,Golf Variant 1.6 TDI BMT 4MOTION (110PS),2014,4,0,2019-07-04 11:16:24.8469381
651,Volkswagen,Golf Variant 1.6 TDI BMT (115PS),2017,4,0,2019-07-04 11:16:24.8899381
652,Volkswagen,Golf Variant 1.6 BlueTDI (110PS),2013,4,0,2019-07-04 11:16:24.9359381
653,Volkswagen,Golf Variant 1.6 TDI BlueMotion (110PS),2013,4,0,2019-07-04 11:16:24.9789381
654,Volkswagen,Golf Variant 2.0 TDI BMT (150PS),2013,4,0,2019-07-04 11:16:25.0239381
655,Volkswagen,Golf Variant 2.0 TDI BMT 4MOTION (150PS),2013,4,0,2019-07-04 11:16:25.0709381
656,Volkswagen,Golf Variant 2.0 TDI BMT (150PS),2017,4,0,2019-07-04 11:16:25.1129381
657,Volkswagen,Golf Variant 2.0 TDI BMT 4MOTION (150PS),2017,4,1,2019-07-04 11:16:25.1599381
658,Volkswagen,Golf Variant 1.4 TGI BlueMotion (Erdgasbetrieb) (110PS),2014,4,0,2019-07-04 11:16:25.2059381
659,Volkswagen,Golf Variant 1.4 TGI BlueMotion (Benzinbetrieb) (110PS),2014,4,0,2019-07-04 11:16:25.2509381
660,Volkswagen,Golf Variant 1.4 TGI BlueMotion (110PS),2017,4,0,2019-07-04 11:16:25.2959381
661,Volkswagen,Golf Variant 1.4 TGI BlueMotion (110PS),2017,4,0,2019-07-04 11:16:25.3409381
662,Volkswagen,Golf R Variant (300PS),2015,4,1,2019-07-04 11:16:25.3909381
663,Volkswagen,Golf R Variant (310PS),2017,4,1,2019-07-04 11:16:25.4489381
664,Volkswagen,Golf Variant GTD (184PS),2015,4,1,2019-07-04 11:16:25.5049381
665,Volkswagen,Golf Alltrack 1.8 TSI BMT 4MOTION (180PS),2015,4,1,2019-07-04 11:16:25.5559381
666,Volkswagen,Golf Alltrack 1.8 TSI BMT 4MOTION (180PS),2017,4,1,2019-07-04 11:16:25.6099381
667,Volkswagen,Golf Alltrack 1.6 TDI BMT 4MOTION (110PS),2014,4,1,2019-07-04 11:16:25.6639381
668,Volkswagen,Golf Alltrack 2.0 TDI BMT 4MOTION (150PS),2014,4,1,2019-07-04 11:16:25.7209381
669,Volkswagen,Golf Alltrack 2.0 TDI BMT 4MOTION (150PS),2017,4,1,2019-07-04 11:16:25.7769381
670,Volkswagen,Golf Alltrack 2.0 TDI BMT 4MOTION (184PS),2014,4,1,2019-07-04 11:16:25.8259381
671,Volkswagen,Golf Alltrack 2.0 TDI BMT 4MOTION (184PS),2017,4,1,2019-07-04 11:16:25.8769381
672,Skoda,Octavia,2019,4,0,2019-07-04 16:40:43.7080000
